Date,tau,tau1,tau0,e
2024-07-11,-0.012181852001712198,-0.004653251983643372,-0.019517041996142723,0.5065060803292989
2024-07-12,-0.003408106292444574,-0.01085109101885838,0.002077140314406256,0.5757156206868634
2024-07-15,-0.008685619596624339,0.007462749160191476,-0.022344560994241924,0.5417586717201311
2024-07-16,-0.006771386975940593,0.014627079442107213,-0.03183178914950399,0.4605894862861899
2024-07-17,-0.012613182838403961,-0.014206489277175952,-0.011544241220048768,0.5984815857059229
2024-07-18,0.007577869934820405,-0.002970100984400384,0.017599343822832833,0.5127980369947375
2024-07-19,-0.006083211594993136,0.015725119294819054,-0.033624741823075566,0.4419127105082031
2024-07-22,-0.013095889937520012,0.04981232288654518,-0.08440503604835795,0.4687039986726036
2024-07-23,-0.011730353477351777,0.023676384486633825,-0.048313251563876336,0.49183104550137097
2024-07-24,-0.0206925311727724,-0.008431401119187526,-0.038143338803361515,0.41266679352641966
2024-07-25,-0.009522399363018734,0.00864621892442101,-0.03536182093283591,0.41284770570038787
2024-07-26,0.01233000646020343,0.030483644755143577,-0.04621234892338821,0.23669604400759706
2024-07-29,-0.0066773917052437,0.024931025523170183,-0.030164078526070337,0.5737064621960651
2024-07-30,0.002614159848104541,0.01778678120262432,-0.013972558362270987,0.4777373069586938
2024-07-31,0.003691326166501913,0.028799791734158434,-0.02277692845429824,0.4868178022160474
2024-08-01,-0.008848613386575627,-0.02537624454729319,0.02098277508752938,0.35651381955244876
2024-08-02,-0.007935572416436207,-0.0574235582640317,0.07862372099333281,0.3637557922343868
2024-08-05,-0.04720679084736777,-0.08070089786626099,0.09964519288582047,0.18572128111685526
2024-08-06,-0.020678515742668456,-0.03368023930769591,0.05206006841416244,0.15164073830018265
2024-08-07,-0.027333099057282855,-0.058491811437926935,0.07640312072194086,0.23098504800548778
2024-08-08,0.010026933127971132,-0.021596732888061812,0.023152496402609857,0.7066862718599971
2024-08-09,0.007898795659791832,-0.0396274532524699,0.048847377268574244,0.5371725340684026
2024-08-12,0.0012776910443785781,-0.05062694385250839,0.0602511503813907,0.4681234400312953
2024-08-13,0.024322298499672275,-0.02873011193971063,0.04012162290939769,0.7705312081917711
2024-08-14,-0.0015010149392233278,-0.030502737018432938,0.02816351313355553,0.4943510451762973
2024-08-15,0.008927510338425032,-0.014349667125904977,0.019825432837904805,0.6811151244321074
2024-08-16,-0.0046963585179929,-0.03639407112170055,0.030504403433147365,0.4738181672247207
2024-08-19,-0.005084796373415055,-0.013845495931699772,0.0047299221055026736,0.4716286621780989
2024-08-20,-0.0030307905437894234,-0.02576460491815173,0.019909040492053637,0.49774468777748665
2024-08-21,-0.0007147774133088865,-0.0019975262070477534,-0.00043380768443562756,0.8203194981639593
2024-08-22,-0.0072883075372452664,-0.0018257604012472534,-0.015163242409826222,0.40956359922243046
2024-08-23,-0.010670641260221481,0.008785046441174851,-0.01753101617681685,0.7393084590129724
2024-08-26,-0.0004962712001440267,0.004602919960353155,-0.004397371153094354,0.5665584697453154
2024-08-27,0.008391574827820698,0.013396489417340188,-0.0025337365896773434,0.3141772494197347
2024-08-28,0.013324809065625649,-0.001565236047599075,0.022467827565363252,0.6195650023242862
2024-08-29,0.00906270068155221,0.01770025534616687,-0.00081064841019865,0.4666198246341366
2024-08-30,0.002062422583069856,0.01747674324102269,-0.002783600216156812,0.76081240629169
2024-09-03,-0.012942363923123888,-0.028102291176725983,0.02182382602898761,0.30364723119039544
2024-09-04,0.018897438260148475,-0.010924462580811853,0.02400625119811839,0.8537443875237533
2024-09-05,0.005647095690530356,-0.04261747301022588,0.05063364598217496,0.5175762953009645
2024-09-06,-0.025888250539378033,-0.057863225563933904,0.05810681536964696,0.2757175453863019
2024-09-09,-0.0017840989473696164,-0.02096434849579097,0.035781530005703555,0.338002513220695
2024-09-10,0.024148548650286376,-0.031137544335598108,0.06370798971632458,0.5829066548944561
2024-09-11,-0.0034426410399385748,-0.02514548112497121,0.03248965250577457,0.3765557346336252
2024-09-12,0.01647031011056349,-0.02513476087493137,0.03098474067926707,0.7413656542425631
2024-09-13,0.0071111787590820204,-0.015047243300032306,0.026017817152636957,0.5395930704802849
2024-09-16,-0.0027128773095950152,-0.017341002314549367,0.024965595822682485,0.3457646241729111
2024-09-17,-0.005928721517060719,-0.015880959459932925,0.012414485246219062,0.35172580060946673
2024-09-18,-0.006005003248821938,-0.021375043327498303,0.020207970242100692,0.36962304458648654
2024-09-19,-0.005015671015565576,0.020593223219071144,-0.01684079274185482,0.6841075844325002
2024-09-20,0.006020970478923682,-0.014240548457283272,0.01536113015010998,0.6844719586661034
2024-09-23,0.003264842998995377,0.007235348298425939,-0.0028373458969617738,0.39418503355821694
2024-09-24,-0.003309360886605477,0.0009223032794275776,-0.006213387458806147,0.5930279662148734
2024-09-25,-0.0027153275960065393,0.1289212843433834,-0.12851162853077866,0.5113433650332673
2024-09-26,-0.0022791887646562634,-0.05674285933849944,0.05390806224592784,0.4922116309016648
2024-09-27,-0.02935673397756494,0.6114777123191238,-0.6228497443595942,0.5191770164628939
2024-09-30,0.030550245798364975,-0.12204914081710859,0.11554576295025559,0.6422670865234041
2024-10-01,0.08907264854023936,0.24115750728263996,-0.25680794635327947,0.3054124691420769
2024-10-02,-0.0038495298386535537,-0.29541685142072527,0.2842195840132253,0.503017587850196
2024-10-03,0.02640361325273843,0.05849576322435375,-0.046018534213648155,0.30705990240859105
2024-10-04,0.010198877614292348,-0.1147019724216785,0.09835306870618893,0.586237478234604
2024-10-07,0.036706666468274515,0.027850624804336213,0.06153033380267145,0.26294887715259213
2024-10-08,-0.2727607815827011,-0.30528568287880187,-0.24765821840872654,0.5643993119459602
2024-10-09,-0.058728173444968015,-0.061066384996389764,-0.04383953642279609,0.13573066144006757
2024-10-10,-0.050152711149171324,-0.04806402678557377,-0.05583521213217327,0.26877294395140366
2024-10-11,-0.14161731318336762,-0.15201311260406913,-0.1310209660947969,0.49522326914542447
2024-10-14,0.12546194173144737,0.15041824846910312,0.11183905709580871,0.6468851691622346
2024-10-15,0.21030973134649034,0.22825128642992337,0.17634946459309853,0.3456825685202314
2024-10-16,0.13396511305250863,0.13841407780886844,0.13153741478606426,0.6469656491246247
2024-10-17,-0.21417471261830096,-0.2338054961434453,-0.19468531902985725,0.501807122911153
2024-10-18,-0.10580748713417948,-0.06016983378822134,-0.1382061543217795,0.5848257969355752
2024-10-21,-0.281164324880641,-0.28030204988077245,-0.2816280399920019,0.6502876549124986
2024-10-22,0.007527511319754036,0.007545035220254168,0.007518603124868489,0.6629781046275636
2024-10-23,-0.01668549086548274,-0.05397389185802527,0.02400083563953026,0.47821136654451923
2024-10-24,-0.23157454266177,-0.24051215795760694,-0.22398162830063728,0.5406732561692986
2024-10-25,0.08256510387135006,0.07979639520828004,0.08399363967124585,0.6596491311143762
2024-10-28,-0.06722246911529417,-0.06140697981804598,-0.07264950581908827,0.5172760371387204
2024-10-29,0.09859391423268352,0.05963633942786302,0.1400576863859482,0.4844183326738459
2024-10-30,0.046948649514747906,0.01963295983015391,0.09857603445943203,0.3460175552177348
2024-10-31,0.008990741799724838,0.007180870923326435,0.015605189376811074,0.21483884855394664
2024-11-01,0.06831140432331675,0.04582226093444654,0.09757090732346718,0.4345841864115247
2024-11-04,-0.11012131001440917,-0.1187151557810341,-0.09488457995113143,0.3606226650990671
2024-11-05,-0.06571659062373923,-0.07807348390659107,-0.04018678227117248,0.3261538415711525
2024-11-06,0.07692587466866198,0.08474486388826254,0.07418851917788835,0.7406909715553806
2024-11-07,-0.0849999115355374,-0.07691352374019732,-0.09818378588558102,0.38017339608083234
2024-11-08,0.44896659240162984,0.45263526013236,0.4471721718145774,0.6715373278496238
2024-11-11,0.3948464500810749,0.4214155399644298,0.37969475451526213,0.6368310087480628
2024-11-12,0.12923591905518195,0.14117890091874535,0.1159766093074796,0.4738847580917888
2024-11-13,-0.21161042359830695,-0.21269202020749273,-0.210884836545855,0.5984984438192665
2024-11-14,-0.13082768474678916,-0.1314290006355021,-0.13008056395068496,0.44593557523577243
2024-11-15,0.1432401864237327,0.15826580445215022,0.11756016728932461,0.36912867788591336
2024-11-18,-0.012107534086137042,-0.052240634146611745,0.002132377956075654,0.7381069855883727
2024-11-19,-0.22648537621003792,-0.2691004309812841,-0.19453054157756397,0.5714780471314499
2024-11-20,0.07561956657341617,0.04976521383906067,0.08233834818434238,0.7937324194931387
2024-11-21,-0.0978058916897254,-0.07028637683243809,-0.1192367158990078,0.5621925278160445
2024-11-22,0.27368337866324444,0.2160207406335331,0.32047548796113895,0.5520346322686663
2024-11-25,0.2248442414507178,0.1814894195558514,0.26261435312530484,0.534420430159725
2024-11-26,0.1309822469709029,0.12002363245932336,0.1372012463096886,0.6379590673675863
2024-11-27,-0.16047819375024153,-0.16565419998276215,-0.1539866180429599,0.4436228739790061
2024-11-29,-0.2807161092893743,-0.28546374091256826,-0.2719956288990575,0.35250906871217813
2024-12-02,-0.03881116599782461,-0.046153325689376454,-0.001955998821578264,0.16612225697525795
2024-12-03,0.012542818319464091,-0.017683837387358167,0.04088128944020039,0.5161203833097263
2024-12-04,0.3937428386591047,0.3786971672801022,0.46969604984627983,0.16533907840088843
2024-12-05,0.039958906226309626,0.013265498793187183,0.05510083022523621,0.6380589449011339
2024-12-06,-0.03456038182496076,-0.028898089145498115,-0.04235023461811574,0.4209211601962279
