Date,tau,tau1,tau0,e
2024-07-11,0.0030350943729381243,0.0007803347,0.0056693032,0.4611933288777991
2024-07-12,0.003041025538046432,0.001836028,0.0045384644,0.44589304066057306
2024-07-15,-0.005093373019748875,-0.0070947222,0.0041263234,0.17835674924861675
2024-07-16,-0.0025126329836005815,-0.013101851,0.00432251,0.6077248826795788
2024-07-17,-0.0025172394169569335,-0.014387686,0.0043847654,0.6323333195906509
2024-07-18,-0.007914365705942913,-0.016443927,0.0029548574,0.43969565404679783
2024-07-19,-0.005225139580259634,-0.0111507205,0.003806753,0.39616188550190956
2024-07-22,-0.008958967942579726,-0.028689845,0.0024330486,0.6339666602003893
2024-07-23,-0.013692771631841249,-0.029669669,0.0028178543,0.49178563064695185
2024-07-24,-0.015466810402050302,-0.031801753,0.0016314945,0.4885837808757434
2024-07-25,-0.01794917883454615,-0.025060069,0.0014682839,0.26804868161395784
2024-07-26,-0.00494892213052059,-0.025314791,0.0028648637,0.7227153456918353
2024-07-29,-0.014844758108216987,-0.035767213,0.0008860192,0.5708215462615611
2024-07-30,-0.02657554262544375,-0.034140214,5.6371005e-05,0.22121131761164234
2024-07-31,-0.009617405337964598,-0.034978144,-1.3601122e-05,0.7253273327549192
2024-08-01,-0.015160309354745565,-0.0389171,0.00024116217,0.6066865233470085
2024-08-02,-0.02355275171111366,-0.038195536,-0.00070579734,0.39058111720517646
2024-08-05,-0.01769517937873246,-0.028304635,-0.0010080078,0.38867275819355396
2024-08-06,-0.010742158997851789,-0.022542417,0.0010697673,0.4997529192907821
2024-08-07,-0.00506392876457494,-0.016780674,0.0068486296,0.4958565720880369
2024-08-08,-0.0041647848145291546,-0.00826718,0.0057125753,0.2934525782417897
2024-08-09,0.006719973217796984,0.0052680336,0.007297771,0.7153337090192518
2024-08-12,0.006705689590568409,0.0036245417,0.009970175,0.4855540342356017
2024-08-13,0.00992926015812268,0.008631097,0.010786325,0.6023322146340806
2024-08-14,0.0069667633086763865,0.0025898665,0.010521263,0.5518444153068922
2024-08-15,0.007380775378504406,0.0064351447,0.008159472,0.5484056650022039
2024-08-16,0.004493292704208796,0.0028777197,0.0051348116,0.7157763431348786
2024-08-19,-0.003318809069212798,-0.022626093,0.0034596939,0.7401457330937367
2024-08-20,-0.006854533461321566,-0.023212837,0.0023415554,0.6401366654459466
2024-08-21,-0.01163438953855334,-0.019692322,0.0020951815,0.36984194238215323
2024-08-22,-0.008107158547156107,-0.014825776,0.0021914523,0.39481268414646215
2024-08-23,-0.0031898732190599652,-0.0086946385,0.0014612189,0.5420286096102886
2024-08-26,0.008023556326921593,0.014040709,0.0019615013,0.4981413185528447
2024-08-27,0.006514190563603484,0.014492413,0.0010067354,0.5916070863147916
2024-08-28,0.005018650094633869,0.0069866944,-0.00046207765,0.2642105706910748
2024-08-29,0.0002535095388240536,0.0083980765,-0.0005948619,0.9056624854909088
2024-08-30,0.0026324199382791987,0.0061333217,-0.00044053243,0.5325493508522803
2024-09-03,-0.017874973129449027,-0.034216005,0.008848876,0.379451464909347
2024-09-04,-0.006668166201768219,-0.029502276,0.008402884,0.6024010959456532
2024-09-05,-0.010789840370433477,-0.028020581,0.009718567,0.45657471371998226
2024-09-06,-0.0064090543757018845,-0.020201074,0.008867992,0.4744569213593337
2024-09-09,-0.016856505817193022,-0.025889069,-0.00037749865,0.35405751031194443
2024-09-10,-0.011273875141858425,-0.0277611,0.0027810317,0.5398190598126152
2024-09-11,-0.008757549428867768,-0.02825679,0.0009965579,0.6665644181711058
2024-09-12,-0.0145578536946866,-0.022417547,0.0006240568,0.3411087829075996
2024-09-13,-0.0017423797082100664,-0.010899628,0.001383161,0.7455349223688226
2024-09-16,-0.005473262710982807,-0.032489277,0.0017215087,0.7896928947189683
2024-09-17,-0.02952419612273297,-0.034363806,0.0006210598,0.13833439062878997
2024-09-18,-0.01588356434442698,-0.0319979,-0.00020938934,0.5069232734353932
2024-09-19,-0.013164663430988668,-0.029584218,-0.0004418996,0.5634265012638123
2024-09-20,-0.01271625155419884,-0.027246471,-0.0010070206,0.5537547257790741
2024-09-23,-0.007248951636575899,-0.012333019,-4.499042e-05,0.41374148479544165
2024-09-24,-0.004478294588908518,-0.015377294,0.00018293402,0.7004395745332171
2024-09-25,-0.006434667472485974,-0.018272478,-0.0005337951,0.6673443929892082
2024-09-26,-0.01091860282076846,-0.0160056,-0.0013952834,0.34817842958441303
2024-09-27,-0.005406158528622562,-0.012008771,0.00023081145,0.5394475372995884
2024-09-30,0.0062803309008951785,0.0011534318,0.007855037,0.7650255075188023
2024-10-01,-2.9527711786620642e-05,-0.0044273734,0.008114705,0.3506472852649298
2024-10-02,-0.0013148622330712784,-0.007940996,0.00534025,0.49890905433724403
2024-10-03,-0.0008024524155621506,-0.004521847,0.006263621,0.3448523867800149
2024-10-04,0.008966413804157834,0.0088797305,0.009177843,0.2907737454239072
2024-10-07,-0.01314019720821687,-0.020254895,-0.0011588392,0.37257420728329993
2024-10-08,-0.013881653424955412,-0.02092684,-0.00095125113,0.3526898261659631
2024-10-09,-0.00827770817932407,-0.019587055,0.0011041573,0.5465772902628263
2024-10-10,-0.00527782059360307,-0.023258634,0.0011316127,0.7372132644206734
2024-10-11,-0.017282718591186935,-0.028311312,-0.0011488033,0.40602264094477925
2024-10-14,-0.003164203235624705,-0.017156493,0.005412733,0.6199720637501073
2024-10-15,-0.005768041379395084,-0.02102485,0.0045319274,0.5969770007332301
2024-10-16,-0.012042686877985105,-0.01679746,0.005066877,0.21746708137247361
2024-10-17,-0.004543284013150741,-0.020310584,0.003461346,0.6632738747022511
2024-10-18,-0.012445908140835179,-0.022614267,0.0021186154,0.4111271188705532
2024-10-21,-0.01068520942766803,-0.01651479,-0.0014261008,0.38635431426900446
2024-10-22,-0.003341115529678311,-0.006210072,-0.00075078395,0.5255184241090273
2024-10-23,-0.0005910175064342711,-0.0035299659,0.00027899808,0.7715873409747773
2024-10-24,0.0005969199226672918,0.0004067868,0.00085461314,0.4245688668354478
2024-10-25,0.0008244565282388065,-0.0006620493,0.0016490313,0.6432081257337725
2024-10-28,0.0043763976955269665,0.0037685372,0.0052673277,0.4055673685461769
2024-10-29,0.002468109540771962,-0.002478296,0.0046354644,0.6953292272250037
2024-10-30,-0.005627149966961541,-0.009072179,0.0032048356,0.2806080413736111
2024-10-31,-0.0012107566297380927,-0.010963805,0.0037666801,0.6620996041007272
2024-11-01,-0.005832060492934486,-0.010299211,0.0014200526,0.38118015645657705
2024-11-04,-0.012202467813825463,-0.023314316,0.0013579073,0.45037887139081273
2024-11-05,-0.013073499557832456,-0.016510509,0.0018782652,0.18690802184399824
2024-11-06,-0.003826250602848094,-0.020639874,0.0019004344,0.745935819773235
2024-11-07,-0.003603579187467347,-0.02884815,0.0043515395,0.7603857548933708
2024-11-08,-0.02351890753229321,-0.028766332,0.00090315926,0.1768626425359472
2024-11-11,-0.021193821568323314,-0.04484044,-0.0019491614,0.5513153087715073
2024-11-12,-0.014037233310910462,-0.048007544,-0.0014796668,0.7301066106160798
2024-11-13,-0.03555024825215371,-0.04406066,-0.0030974634,0.20775748465028357
2024-11-14,-0.016500201917629295,-0.042777628,-0.0016850495,0.6394689001412429
2024-11-15,-0.024795571579340123,-0.03367599,-0.003914658,0.2983878246942882
2024-11-18,-0.012665481578858896,-0.03252024,0.00046440205,0.6019394637429212
2024-11-19,-0.014657546296519837,-0.03030131,0.0008742268,0.5017961315762672
2024-11-20,-0.013783958009973996,-0.02542039,0.0003673061,0.45123969157846056
2024-11-21,-0.016661565190715478,-0.028505562,0.00060537446,0.4068572905969971
2024-11-22,-0.00745520960588055,-0.032799695,0.00031523025,0.7653493138664302
2024-11-25,-0.02788355671043048,-0.04828595,-0.0005388522,0.42730122264724824
2024-11-26,-0.02286610521537487,-0.04822263,0.00013289033,0.5243770553912032
2024-11-27,-0.01799722683949128,-0.050892767,-0.00033096605,0.6506006390718767
2024-11-29,-0.02616236016222214,-0.037065156,-0.0011808613,0.30383196272751367
2024-12-02,-0.007395108412852194,-0.04489768,0.0031261109,0.7809165151710663
2024-12-03,-0.03152784072207236,-0.046847258,0.0028174445,0.3084568383977261
2024-12-04,-0.022095231291480128,-0.04465173,0.0023606997,0.47979863655135857
2024-12-05,-0.019118576291879037,-0.04604532,0.002894342,0.5502028793952612
2024-12-06,-0.03634340664521005,-0.04504678,0.0018401257,0.1856248230509691
2024-12-09,-0.020313443977196376,-0.03365556,0.00052298035,0.39036532293990617
2024-12-10,-0.016358369982361655,-0.033635564,-0.0018823483,0.5441084853484714
2024-12-11,-0.025391396579039535,-0.036871858,-0.001390854,0.3235664183969675
2024-12-12,-0.00531458972599832,-0.041129194,-0.00077538576,0.8875148557833495
2024-12-13,-0.03318866040304573,-0.038404815,-0.0017138497,0.14216454842647597
2024-12-16,-0.02195375847493667,-0.03819433,0.00221215,0.4019298549832737
2024-12-17,-0.014438293947945947,-0.040679574,0.0019174496,0.6160355305122549
2024-12-18,-0.030025882585069476,-0.04366994,0.0010331644,0.3052149714949564
2024-12-19,-0.030925125698164177,-0.042873934,0.001401605,0.2698738065208773
2024-12-20,-0.002977498954967853,-0.04690908,0.0038699713,0.8651516681336413
2024-12-23,-0.01656562268139043,-0.042137504,0.004756687,0.5453102076897703
2024-12-24,-0.025485221935012892,-0.04684288,0.0040857885,0.4193641618814877
2024-12-26,-0.01330701131314984,-0.025345821,0.0014509017,0.4492642540465142
2024-12-27,-0.008610204370106376,-0.025733026,-0.00042827064,0.6766641803456345
2024-12-30,-0.004353811632868365,-0.0064666066,0.0028656349,0.22639737743190977
2024-12-31,-0.0028056276627240534,-0.009050211,0.0032761171,0.5066053112202735
2025-01-02,-0.022208113224988148,-0.03840147,0.0034938753,0.3865192283284655
2025-01-03,-0.030862786603669028,-0.03833629,0.0036199335,0.17812618200946406
2025-01-06,-0.013485709078752704,-0.024945404,0.0068951286,0.3599090283849356
2025-01-07,-0.004022945746216679,-0.028893286,0.0063360333,0.7059557443410754
2025-01-08,-0.017517010523124113,-0.026225124,0.0060763992,0.26958831283540513
2025-01-10,-0.0029405182953263047,-0.01164634,0.0023740418,0.6209404057500605
2025-01-13,0.0012454888456944714,-0.0032561217,0.008231364,0.3918708199838305
2025-01-14,0.004346166633937071,-0.009609196,0.00861156,0.7659047085414341
2025-01-15,-0.0012392722968370372,-0.014936913,0.00786739,0.6006603425281442
2025-01-16,-0.0024808071433689086,-0.014549283,0.0072196573,0.5543896867620595
2025-01-17,-4.809449681666446e-05,-0.005543554,0.0060087126,0.47570401646672117
2025-01-21,-0.017705048429112,-0.035769098,0.0017888433,0.4809648422283207
2025-01-22,-0.009858085826666325,-0.036469076,0.0009963567,0.7102811364055469
2025-01-23,-0.015966451568240798,-0.03305263,-0.00036995122,0.5227900347342594
2025-01-24,-0.01737520752239394,-0.031453393,0.0007041915,0.437787412127334
2025-01-27,-0.03161246886342921,-0.056071114,-0.004968619,0.4786193906443997
2025-01-28,-0.02720746654399535,-0.054081306,-0.0045118704,0.5421453581435731
2025-01-29,-0.03160869601562191,-0.049849812,-0.005703751,0.4131991741928308
2025-01-30,-0.027874910660558888,-0.050013915,-0.005665429,0.49920541052199136
2025-01-31,-0.031204327389031037,-0.055421397,-0.0067016743,0.49706911945030585
2025-02-03,-0.03514791910838665,-0.056002386,-0.0036610775,0.39843227893236705
2025-02-04,-0.018339212546311663,-0.050063696,-0.0036583487,0.6836385291639487
2025-02-05,-0.041761231292948925,-0.050564647,-0.0012905841,0.17866226082427084
2025-02-06,-0.026075207919964063,-0.04960908,-0.000723472,0.4814069623276829
2025-02-07,-0.019863156603983717,-0.05064254,0.0006916354,0.5995885328116097
2025-02-10,-0.007379400304306071,-0.016630398,0.0013187377,0.5154007345325473
2025-02-11,-0.0008741460822228771,-0.015868247,0.002388047,0.8213113128892315
2025-02-12,-0.002384989352893315,-0.007716977,0.0006857066,0.6345577083529984
2025-02-13,-0.0006891229526486795,-0.0038794782,0.0014227944,0.6016958155301061
