Date,tau,tau1,tau0,e
2024-07-11,0.011966603569342914,0.011202253,0.012859585,0.4611933288777991
2024-07-12,0.012247918110974736,0.012131135,0.012393043,0.44589304066057306
2024-07-15,0.003850399825768366,0.0026080315,0.009573668,0.17835674924861675
2024-07-16,0.00422484927167327,-0.0062309387,0.010973866,0.6077248826795788
2024-07-17,0.005961898881197104,-0.0006234307,0.009790902,0.6323333195906509
2024-07-18,0.002639069037303498,-0.00268783,0.009427139,0.43969565404679783
2024-07-19,0.007841290815681256,0.006842529,0.009363624,0.39616188550190956
2024-07-22,-0.007770818781304247,-0.03256671,0.006545586,0.6339666602003893
2024-07-23,-0.014718912844886998,-0.03502733,0.0062679322,0.49178563064695185
2024-07-24,-0.01586191055814445,-0.036906205,0.0061658234,0.4885837808757434
2024-07-25,-0.016577044855961516,-0.025268128,0.0071553974,0.26804868161395784
2024-07-26,-0.0015400699096550109,-0.025249658,0.007556603,0.7227153456918353
2024-07-29,-0.005602140499902451,-0.019533748,0.0048724916,0.5708215462615611
2024-07-30,-0.010562270642278767,-0.014833052,0.004473289,0.22121131761164234
2024-07-31,-0.0008847870418480608,-0.015363872,0.004598267,0.7253273327549192
2024-08-01,-0.005866192315103757,-0.02138629,0.0041954513,0.6066865233470085
2024-08-02,-0.011915839023887044,-0.02240659,0.0044527487,0.39058111720517646
2024-08-05,0.0037155944927908437,0.0018907975,0.006585742,0.38867275819355396
2024-08-06,0.009857556429510155,0.012477569,0.007234953,0.4997529192907821
2024-08-07,0.013451724052435915,0.018436983,0.00838315,0.4958565720880369
2024-08-08,0.020379986637997248,0.025269404,0.008607709,0.2934525782417897
2024-08-09,0.02208645954796684,0.050274823,0.01086893,0.7153337090192518
2024-08-12,0.023729032036854884,0.03670217,0.009983952,0.4855540342356017
2024-08-13,0.02337103114173024,0.041415285,0.011457973,0.6023322146340806
2024-08-14,0.024584485146972198,0.04141306,0.010917915,0.5518444153068922
2024-08-15,0.026705629030187146,0.046278905,0.010587669,0.5484056650022039
2024-08-16,0.017015872165132253,0.038704976,0.008403466,0.7157763431348786
2024-08-19,0.0009598559758708979,-0.025926508,0.010399262,0.7401457330937367
2024-08-20,-0.0033043253859929194,-0.028658772,0.010949093,0.6401366654459466
2024-08-21,-0.010807043968019044,-0.023346253,0.010557984,0.36984194238215323
2024-08-22,-0.005399063134070381,-0.016591392,0.011757062,0.39481268414646215
2024-08-23,0.0011213666665073905,-0.011735715,0.011984586,0.5420286096102886
2024-08-26,0.036418906737586666,0.058185395,0.014489987,0.4981413185528447
2024-08-27,0.03252461627451958,0.059709366,0.013758683,0.5916070863147916
2024-08-28,0.042094023842345764,0.052028615,0.014427579,0.2642105706910748
2024-08-29,0.01747110988395726,0.05384332,0.013682432,0.9056624854909088
2024-08-30,0.030499094407610318,0.050539594,0.01290834,0.5325493508522803
2024-09-03,0.00031921702123389583,-0.0070953774,0.01244492,0.379451464909347
2024-09-04,0.0065614068126362245,-0.0034165136,0.013147069,0.6024010959456532
2024-09-05,0.006302827314523326,0.0019950052,0.011430092,0.45657471371998226
2024-09-06,0.007947143027790123,0.0031714928,0.013237001,0.4744569213593337
2024-09-09,0.0037678596370624364,0.00078797,0.00920437,0.35405751031194443
2024-09-10,0.007370989483597261,0.0039328584,0.010301902,0.5398190598126152
2024-09-11,0.007543698868923206,0.0020196796,0.0103069795,0.6665644181711058
2024-09-12,0.005945729091742171,0.0042523113,0.009216762,0.3411087829075996
2024-09-13,0.010853002495990902,0.013799934,0.0098471595,0.7455349223688226
2024-09-16,0.008123348093444845,-0.0080098435,0.01241986,0.7896928947189683
2024-09-17,-0.010143863106840803,-0.013650399,0.011697858,0.13833439062878997
